Session;N_Antagene;Région;Population;Projet;Code_lot ou Code_ech Client;Type analyse;Type prélèvement;Tri;N° Animal 2020;Sexe;Taux d'amplification ou IQ;Marker OK;Nb réplicats;Assignation espèce;Probabilité timidus;CI95_bottom timidus;CI95_up timidus;Commentaires ANTAGENE;LSA2;LSA3;LSA6;LSA8;OCELAMB;OCELS1B;SAT08;SAT12;SAT13;SOL30;SOL33;SOL8;ZFXY-SRY;Nb crottes lot;N_tube ANTAGENE;date_relev;trace_sour;date_creat;nom_maille;id_lot;cod_maille;observateur;commune;lieu-dit;altitude;X;Y;Informations supplémentaires
S04_2020;655589;Mercantour;;F414;;individuelle;fèces silica;3-Exploitable;S04-015;Femelle;1;12;1;timidus;0,998;0,976;1;;244244;206206;172172;189189;117117;160160;200200;114130;129129;172174;220220;116118;XX;1;-;;;;;;;Lombard;;L’Isalette;;1007739;6381520;
S04_2020;655590;Mercantour;;F414;;individuelle;fèces silica;3-Exploitable;S04-098;Femelle;1;12;1;timidus;0,998;0,976;1;;243243;218218;172172;189189;117117;160160;200200;114118;129129;174174;220220;116116;XX;1;-;;;;;;;Fribourg;;Vallon de Siguret;;1000985;6379634;
S04_2020;655594;Mercantour;;F414;;individuelle;fèces silica;3-Exploitable;S04-018;Mâle;1;12;1;timidus;0,998;0,974;1;;244248;206206;172172;189189;117117;160160;200200;114118;125129;170182;220220;116118;XY;1;-;;;;;;;Lombard;;Ref Trémeau;;1007529;6382213;
S04_2020;655595;Mercantour;;F414;;individuelle;fèces silica;3-Exploitable;S04-019;Mâle;0,923076923076923;11;1;timidus;0,997;0,962;1;;243248;218218;172172;189189;117121;160166;200200;118130;000000;174192;220220;116118;XY;1;-;;;;;;;Lombard;;L’Isalette;;1007735;6381744;
S04_2020;655597;Mercantour;;F414;;individuelle;fèces silica;3-Exploitable;S04-020;Mâle;1;12;1;timidus;0,966;0,727;1;;244248;210210;172172;189189;117121;160160;200204;118122;122127;174188;215220;116116;XY;1;-;;;;;;;Lombard;;Baraquements viraysse;;1006000;6383393;
S04_2020;655599;Mercantour;;F414;;individuelle;fèces silica;3-Exploitable;S04-019;Mâle;0,846153846153846;10;1;timidus;0,996;0,955;1;;000000;218218;172172;189189;117121;160166;200200;118130;000000;174192;220220;116118;XY;1;-;;;;;;;Lombard;;Riou du Pinet;;1006106;6383849;
S04_2020;655651;Mercantour;;F414;;individuelle;fèces silica;3-Exploitable;S04-099;Mâle;0,923076923076923;11;1;europaeus;0,006;0;0,079;;249257;208208;172172;189189;117125;162162;200200;118134;127127;000000;206220;122122;XY;1;-;2020-02-07;;;;;;Orméa;;Balaour;0;1039341;6342881;
S04_2020;655674;Mercantour;;F414;;individuelle;fèces silica;3-Exploitable;S04-100;Femelle;1;12;1;timidus;0,994;0,919;1;;243243;210218;172172;189191;117121;158160;200200;114130;122122;174174;215220;116118;XX;1;-;2020-02-20;;;;;;Guigo;;Frémamorte;0;1039737;6348245;
S04_2020;656449;Mercantour;;F414;;individuelle;fèces silica;3-Exploitable;S04-101;Mâle;0,923076923076923;11;1;timidus;0,998;0,971;1;;248253;206206;172172;189189;117117;152160;200200;118122;000000;174174;220220;116118;XY;1;-;2020-01-13;;;;;;Roux;;;2337;983316;6357690;
S04_2020;656451;Mercantour;;F414;;individuelle;fèces silica;3-Exploitable;S04-021;Femelle;1;12;1;timidus;0,997;0,963;1;;243248;208208;172172;189189;117117;158160;200200;114130;127129;174174;220220;118118;XX;1;-;2020-01-13;;;;;;Roux;;;2113;983149;6357076;
S04_2020;LOT001;Mercantour;;F414;bois_delioras_3_18162;lot;fèces silica;1-Non exploitable;NA;Mâle;0,307692307692308;3;1;NA;NA;NA;NA;;000000;000000;172172;000000;117117;000000;000000;118118;000000;000000;000000;000000;XY;1;655545;2012/01/14 15:48:01.000;3;2020-04-20;bois_delioras;18162;bois_delioras_3;;;;;;;
S04_2020;LOT002;Mercantour;;F414;bois_delioras_3_18743;lot;fèces silica;3-Exploitable;S04-022;Mâle;1;12;1;europaeus;0,004;0;0,048;;255255;208208;172176;191191;115117;164172;200200;114118;122122;186202;218218;122124;XY;1;655547;2012/01/14 15:45:06.000;3;2020-04-20;bois_delioras;18743;bois_delioras_3;;;;;;;
S04_2020;LOT003;Mercantour;;F414;bois_delioras_3_18744;lot;fèces silica;3-Exploitable;S04-022;Mâle;1;12;1;europaeus;0,004;0;0,047;;255255;208208;172176;191191;115117;164172;200200;114118;122122;186202;218218;122124;XY;1;630355;2020/01/22 08:22:50.000;3;2020-04-20;bois_delioras;18744;bois_delioras_3;;;;;;;
S04_2020;LOT004;Mercantour;;F414;bois_delioras_3_18750;lot;fèces silica;3-Exploitable;S04-023;Mâle;1;12;1;timidus;0,995;0,938;1;;248248;208208;172172;189189;117117;160160;200200;114114;122125;172174;220220;116116;XY;1;655540;2012/01/14 18:40:55.000;3;2020-04-20;bois_delioras;18750;bois_delioras_3;;;;;;;
S04_2020;LOT005;Mercantour;;F414;bois_delioras_3_18754;lot;fèces silica;2-Douteux;S04-020;Mâle;0,692307692307692;8;1;timidus;0,996;0,948;1;;000000;000000;172172;189189;117121;160160;200200;118122;000000;174188;000000;116116;XY;1;655526;2012/01/14 19:12:32.000;3;2020-04-20;bois_delioras;18754;bois_delioras_3;;;;;;;
S04_2020;LOT006;Mercantour;;F414;bois_delioras_3_19327;lot;fèces silica;3-Exploitable;S04-023;Mâle;0,923076923076923;11;1;timidus;0,997;0,963;1;;248248;208208;172172;189189;117117;160160;200200;114114;000000;172174;220220;116116;XY;1;655546;2012/01/14 17:02:12.000;3;2020-04-20;bois_delioras;19327;bois_delioras_3;;;;;;;
S04_2020;LOT007;Mercantour;;F414;bois_delioras_3_19328;lot;fèces silica;3-Exploitable;S04-023;Mâle;1;12;1;timidus;0,995;0,941;1;;248248;208208;172172;189189;117117;160160;200200;114114;122125;172174;220220;116116;XY;1;655535;2012/01/14 16:56:58.000;3;2020-04-20;bois_delioras;19328;bois_delioras_3;;;;;;;
S04_2020;LOT008;Mercantour;;F414;bois_delioras_3_19908;lot;fèces silica;3-Exploitable;S04-023;Mâle;1;12;1;timidus;0,995;0,94;1;;248248;208208;172172;189189;117117;160160;200200;114114;122125;172174;220220;116116;XY;1;655537;2012/01/14 17:08:14.000;3;2020-04-20;bois_delioras;19908;bois_delioras_3;;;;;;;
S04_2020;LOT009;Mercantour;;F414;bois_delioras_3_19909;lot;fèces silica;3-Exploitable;S04-018;Mâle;0,923076923076923;11;1;timidus;0,998;0,972;1;;244248;206206;172172;189189;117117;160160;200200;114118;000000;170182;220220;116118;XY;1;655541;2012/01/14 17:39:28.000;3;2020-04-20;bois_delioras;19909;bois_delioras_3;;;;;;;
S04_2020;LOT010;Mercantour;;F414;bois_delioras_3_19910;lot;fèces silica;3-Exploitable;S04-024;Mâle;1;12;1;timidus;0,997;0,97;1;;243248;210210;172172;189189;117117;160160;200200;118122;129129;174182;220220;116118;XY;1;655533;2012/01/14 17:46:29.000;3;2020-04-20;bois_delioras;19910;bois_delioras_3;;;;;;;
S04_2020;LOT011;Mercantour;;F414;bois_delioras_3_20489;lot;fèces silica;3-Exploitable;S04-023;Mâle;0,923076923076923;11;1;timidus;0,997;0,961;1;;248248;208208;172172;189189;117117;160160;200200;114114;000000;172174;220220;116116;XY;1;655532;2012/01/14 17:15:26.000;3;2020-04-20;bois_delioras;20489;bois_delioras_3;;;;;;;
S04_2020;LOT012;Mercantour;;F414;bois_delioras_3_20490;lot;fèces silica;3-Exploitable;S04-102;Femelle;1;12;1;timidus;0,997;0,96;1;;243248;206210;172172;191191;117117;160160;200200;114130;127129;174174;220220;116118;XX;1;655531;2012/01/14 17:22:38.000;3;2020-04-20;bois_delioras;20490;bois_delioras_3;;;;;;;
S04_2020;LOT013;Mercantour;;F414;bois_delioras_3_20491;lot;fèces silica;3-Exploitable;S04-024;Mâle;1;12;1;timidus;0,997;0,968;1;;248248;210210;172172;189189;117117;160160;200200;118122;129129;174182;220220;116118;XY;1;655527;2012/01/14 17:30:03.000;3;2020-04-20;bois_delioras;20491;bois_delioras_3;;;;;;;
S04_2020;LOT014;Mercantour;;F414;bois_delioras_3_21069;lot;fèces silica;3-Exploitable;S04-103;Femelle;1;12;1;timidus;0,996;0,956;1;;244248;210216;172172;189189;117117;160160;200200;114118;122125;174182;220220;116116;XX;1;626625;2020/01/22 11:19:28.000;3;2020-04-20;bois_delioras;21069;bois_delioras_3;;;;;;;
S04_2020;LOT015;Mercantour;;F414;bois_delioras_3_21072;lot;fèces silica;3-Exploitable;S04-017;Femelle;0,923076923076923;11;1;timidus;0,997;0,967;1;;243248;206218;172172;189189;117117;160170;200200;122122;000000;170174;215220;116118;XX;1;655530;2012/01/14 20:01:34.000;3;2020-04-20;bois_delioras;21072;bois_delioras_3;;;;;;;
S04_2020;LOT016;Mercantour;;F414;bois_delioras_3_22233;lot;fèces silica;3-Exploitable;S04-104;Mâle;1;12;1;europaeus;0,003;0;0,041;;257257;210210;172172;189191;119119;164170;200200;130134;122126;186186;218220;122122;XY;1;630342;2020/01/22 09:59:39.000;3;2020-04-20;bois_delioras;22233;bois_delioras_3;;;;;;;
S04_2020;LOT017;Mercantour;;F414;bois_delioras_3_22815;lot;fèces silica;3-Exploitable;S04-105;Mâle;1;12;1;europaeus;0,003;0;0,032;;255257;210210;170172;189191;119119;162176;200204;118130;122125;180186;218218;116124;XY;1;630321;2020/01/22 10:24:37.000;3;2020-04-20;bois_delioras;22815;bois_delioras_3;;;;;;;
S04_2020;LOT018;Mercantour;;F414;font_crese_31_28044;lot;fèces silica;3-Exploitable;S04-025;Femelle;0,923076923076923;11;1;timidus;0,995;0,943;1;;248253;206216;172172;189191;117117;160174;200200;118118;000000;174182;220220;116116;XX;1;630306;2020/01/23 09:34:57.000;31;2020-04-20;font_crese;28044;font_crese_31;;;;;;;
S04_2020;LOT019;Mercantour;;F414;font_crese_31_28626;lot;fèces silica;3-Exploitable;S04-025;Femelle;1;12;1;timidus;0,995;0,939;1;;248253;206216;172172;189191;117117;160174;200200;118118;127127;174182;220220;116116;XX;1;630362;2020/01/23 09:34:57.000;31;2020-04-20;font_crese;28626;font_crese_31;;;;;;;
S04_2020;LOT020;Mercantour;;F414;font_crese_31_29788;lot;fèces silica;1-Non exploitable;NA;-;0,153846153846154;2;1;NA;NA;NA;NA;;000000;000000;172172;000000;000000;000000;000000;000000;000000;000000;000000;118118;000000;1;630375;2020/01/23 09:34:57.000;31;2020-04-20;font_crese;29788;font_crese_31;;;;;;;
S04_2020;LOT021;Mercantour;;F414;font_crese_31_30370;lot;fèces silica;3-Exploitable;S04-106;Femelle;1;12;1;timidus;0,996;0,953;1;;243248;206218;172172;189191;117117;160160;200200;114118;122129;174174;220220;116116;XX;1;630341;2020/01/23 09:34:57.000;31;2020-04-20;font_crese;30370;font_crese_31;;;;;;;
S04_2020;LOT022;Mercantour;;F414;font_crese_31_30372;lot;fèces silica;3-Exploitable;S04-026;Mâle;0,923076923076923;11;1;timidus;0,997;0,966;1;;000000;214214;172172;189189;117117;158160;200200;114130;125129;174182;215220;116116;XY;1;630327;2020/01/23 09:34:57.000;31;2020-04-20;font_crese;30372;font_crese_31;;;;;;;
S04_2020;LOT023;Mercantour;;F414;font_crese_31_32106;lot;fèces silica;3-Exploitable;S04-026;Mâle;0,769230769230769;9;1;timidus;0,996;0,954;1;;000000;214214;172172;000000;117117;158160;200200;114130;125129;174182;000000;116116;XY;1;630326;2020/01/23 09:34:57.000;31;2020-04-20;font_crese;32106;font_crese_31;;;;;;;
S04_2020;LOT024;Mercantour;;F414;font_crese_31_32686;lot;fèces silica;3-Exploitable;S04-026;Mâle;0,769230769230769;9;1;timidus;0,997;0,959;1;;000000;214214;172172;000000;117117;158160;200200;114130;000000;174182;215220;116116;XY;1;630333;2020/01/23 09:34:57.000;31;2020-04-20;font_crese;32686;font_crese_31;;;;;;;
S04_2020;LOT025;Mercantour;;F414;meyries_36_41966;lot;fèces silica;3-Exploitable;S04-107;Mâle;1;12;1;timidus;0,993;0,914;1;;243244;206206;172172;189189;117117;158160;200200;118130;125127;174174;218220;116116;XY;1;630496;2020/02/17 09:30:12.000;36;2020-04-20;meyries;41966;meyries_36;;;;;;;
S04_2020;LOT026;Mercantour;;F414;meyries_36_41967;lot;fèces silica;3-Exploitable;S04-108;Femelle;0,961538461538462;12;1;europaeus;0,002;0;0,028;;255257;210210;172172;189191;117119;162170;200200;118138;122124;186197;218218;124124;XX;1;630499;2020/02/17 09:34:31.000;36;2020-04-20;meyries;41967;meyries_36;;;;;;;
S04_2020;LOT027;Mercantour;;F414;meyries_36_42548;lot;fèces silica;3-Exploitable;S04-109;Femelle;1;12;1;europaeus;0,006;0;0,077;;255257;210212;172172;191191;117117;160162;200200;130130;124129;186186;218218;122124;XX;1;630476;2020/02/17 09:38:52.000;36;2020-04-20;meyries;42548;meyries_36;;;;;;;
S04_2020;LOT028;Mercantour;;F414;meyries_36_42550;lot;fèces silica;3-Exploitable;S04-110;Femelle;0,769230769230769;9;1;timidus;0,997;0,969;1;;000000;206216;172172;000000;117117;158160;200200;114130;000000;174174;215220;116118;XX;1;630498;2020/02/17 11:17:29.000;36;2020-04-20;meyries;42550;meyries_36;;;;;;;
S04_2020;LOT029;Mercantour;;F414;meyries_36_43130;lot;fèces silica;1-Non exploitable;NA;-;0,461538461538462;6;1;timidus;0,996;0,949;1;;000000;216216;172172;000000;117117;158160;200200;000000;000000;000000;000000;116118;000000;1;630478;2020/02/17 11:34:09.000;36;2020-04-20;meyries;43130;meyries_36;;;;;;;
S04_2020;LOT030;Mercantour;;F414;meyries_36_43131;lot;fèces silica;1-Non exploitable;NA;-;0;0;1;NA;NA;NA;NA;;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;1;630486;2020/02/17 11:27:42.000;36;2020-04-20;meyries;43131;meyries_36;;;;;;;
S04_2020;LOT031;Mercantour;;F414;meyries_36_45453;lot;fèces silica;1-Non exploitable;NA;-;0;0;1;NA;NA;NA;NA;;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;1;630495;2020/02/17 11:59:37.000;36;2020-04-20;meyries;45453;meyries_36;;;;;;;
S04_2020;LOT032;Mercantour;;F414;moutiere_29_72772;lot;fèces silica;3-Exploitable;S04-029;Mâle;1;12;1;timidus;0,969;0,806;1;;243253;218218;172172;189189;117117;160160;200200;114114;129129;174174;215220;110116;XY;1;630339;2020/03/10 10:15:28.000;29;2020-04-20;moutiere;72772;moutiere_29;;;;;;;
S04_2020;LOT033;Mercantour;;F414;moutiere_29_72773;lot;fèces silica;3-Exploitable;S04-030;Mâle;1;12;1;timidus;0,995;0,942;1;;244244;216216;172172;189191;117117;160172;200200;114114;122129;164174;220220;116116;XY;1;630335;2020/03/10 10:01:22.000;29;2020-04-20;moutiere;72773;moutiere_29;;;;;;;
S04_2020;LOT034;Mercantour;;F414;moutiere_29_73346;lot;fèces silica;3-Exploitable;S04-111;Femelle;0,923076923076923;11;1;timidus;0,998;0,975;1;;243243;206216;172172;000000;117117;160166;200200;114130;129129;174174;215220;116118;XX;1;667711;2020/03/10 08:36:17.000;29;2020-04-20;moutiere;73346;moutiere_29;;;;;;;
S04_2020;LOT035;Mercantour;;F414;moutiere_29_73349;lot;fèces silica;3-Exploitable;S04-032;Mâle;1;12;1;timidus;0,996;0,952;1;;248248;210210;172172;191191;117117;160160;200200;130130;125129;174174;220220;116118;XY;1;630329;2020/03/10 12:29:25.000;29;2020-04-20;moutiere;73349;moutiere_29;;;;;;;
S04_2020;LOT036;Mercantour;;F414;moutiere_29_73928;lot;fèces silica;3-Exploitable;S04-014;Mâle;1;12;1;timidus;0,992;0,893;1;;243243;206206;172172;189189;117117;162166;200200;114130;125127;174174;215218;116116;XY;1;667712;2020/03/10 08:53:24.000;29;2020-04-20;moutiere;73928;moutiere_29;;;;;;;
S04_2020;LOT037;Mercantour;;F414;moutiere_29_73932;lot;fèces silica;2-Douteux;S04-030;Mâle;0,692307692307692;8;1;timidus;0,996;0,95;1;;000000;216216;172172;000000;117117;160172;200200;114114;000000;164174;000000;116116;XY;1;630318;2020/03/10 11:09:41.000;29;2020-04-20;moutiere;73932;moutiere_29;;;;;;;
S04_2020;LOT038;Mercantour;;F414;moutiere_29_73934;lot;fèces silica;3-Exploitable;S04-029;Mâle;1;12;1;timidus;0,998;0,977;1;;243253;218218;172172;189189;117117;160160;200200;114114;129129;174174;215220;116116;XY;1;630315;2020/03/10 10:33:05.000;29;2020-04-20;moutiere;73934;moutiere_29;;;;;;;
S04_2020;LOT039;Mercantour;;F414;moutiere_29_74511;lot;fèces silica;3-Exploitable;S04-032;Mâle;1;12;1;timidus;0,996;0,956;1;;248248;210210;172172;191191;117117;160160;200200;130130;125129;174174;220220;116118;XY;1;667721;2020/03/10 09:58:34.000;29;2020-04-20;moutiere;74511;moutiere_29;;;;;;;
S04_2020;LOT040;Mercantour;;F414;moutiere_29_75089;lot;fèces silica;3-Exploitable;S04-032;Mâle;1;12;1;timidus;0,996;0,954;1;;248248;210210;172172;191191;117117;160160;200200;130130;125129;174174;220220;116118;XY;1;667716;2020/03/10 09:24:51.000;29;2020-04-20;moutiere;75089;moutiere_29;;;;;;;
S04_2020;LOT041;Mercantour;;F414;moutiere_29_75090;lot;fèces silica;3-Exploitable;S04-032;Mâle;1;12;1;timidus;0,996;0,952;1;;248248;210210;172172;191191;117117;160160;200200;130130;125129;174174;220220;116118;XY;1;667707;2020/03/10 09:33:21.000;29;2020-04-20;moutiere;75090;moutiere_29;;;;;;;
S04_2020;LOT042;Mercantour;;F414;moutiere_29_75091;lot;fèces silica;3-Exploitable;S04-032;Mâle;0,846153846153846;10;1;timidus;0,997;0,964;1;;248248;210210;172172;000000;117117;160160;200200;130130;000000;174174;220220;116118;XY;1;667708;2020/03/10 09:43:06.000;29;2020-04-20;moutiere;75091;moutiere_29;;;;;;;
S04_2020;LOT043;Mercantour;;F414;moutiere_29_75093;lot;fèces silica;3-Exploitable;S04-032;Mâle;1;12;1;timidus;0,996;0,953;1;;248248;210210;172172;191191;117117;160160;200200;130130;125129;174174;220220;116118;XY;1;667720;2020/03/10 10:19:29.000;29;2020-04-20;moutiere;75093;moutiere_29;;;;;;;
S04_2020;LOT044;Mercantour;;F414;tete_sanguinere_35_80899;lot;fèces silica;3-Exploitable;S04-012;Mâle;0,923076923076923;11;1;timidus;0,997;0,968;1;;243244;210210;172172;189191;117117;160160;200200;114114;000000;174174;215215;116116;XY;1;655558;2020/02/18 13:05:48.000;35;2020-04-20;tete_sanguiniere;80899;tete_sanguinere_35;;;;;;;
S04_2020;LOT045;Mercantour;;F414;tete_sanguinere_35_82069;lot;fèces silica;1-Non exploitable;NA;-;0,153846153846154;2;1;NA;NA;NA;NA;;000000;000000;000000;000000;000000;000000;198198;000000;000000;000000;222222;000000;000000;1;655520;2020/02/19 13:06:24.000;35;2020-04-20;tete_sanguiniere;82069;tete_sanguinere_35;;;;;;;
S04_2020;LOT046;Mercantour;;F414;tete_sanguinere_35_82641;lot;fèces silica;3-Exploitable;S04-012;Mâle;0,846153846153846;10;1;timidus;0,997;0,968;1;;243243;000000;172172;189191;117117;160160;200200;114122;000000;174174;215215;116116;XY;1;655572;2020/02/18 13:55:18.000;35;2020-04-20;tete_sanguiniere;82641;tete_sanguinere_35;;;;;;;
S04_2020;LOT047;Mercantour;;F414;tete_sanguinere_35_82647;lot;fèces silica;2-Douteux;NA;Mâle;0,615384615384615;7;1;timidus;0,986;0,818;1;;000000;000000;168172;000000;117117;160172;200200;114130;000000;164174;000000;116116;XY;1;655553;2020/02/19 13:43:00.000;35;2020-04-20;tete_sanguiniere;82647;tete_sanguinere_35;;;;;;;
S04_2020;LOT048;Mercantour;;F414;tete_sanguinere_35_82648;lot;fèces silica;1-Non exploitable;NA;-;0;0;1;NA;NA;NA;NA;;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;1;655566;2020/02/19 13:32:04.000;35;2020-04-20;tete_sanguiniere;82648;tete_sanguinere_35;;;;;;;
S04_2020;LOT049;Mercantour;;F414;tete_sanguinere_35_82650;lot;fèces silica;3-Exploitable;S04-033;Mâle;0,923076923076923;11;1;timidus;0,997;0,967;1;;244248;218218;172172;189189;117117;160172;200200;114122;000000;174182;220220;118118;XY;1;655522;2020/02/19 12:39:48.000;35;2020-04-20;tete_sanguiniere;82650;tete_sanguinere_35;;;;;;;
S04_2020;LOT050;Mercantour;;F414;tete_sanguinere_35_82651;lot;fèces silica;3-Exploitable;S04-033;Mâle;0,923076923076923;11;1;timidus;0,997;0,969;1;;244248;218218;172172;189189;117117;160172;200200;114122;000000;174182;220220;118118;XY;1;655512;2020/02/19 12:45:49.000;35;2020-04-20;tete_sanguiniere;82651;tete_sanguinere_35;;;;;;;
S04_2020;LOT051;Mercantour;;F414;tete_sanguinere_35_83224;lot;fèces silica;3-Exploitable;S04-012;Mâle;0,923076923076923;11;1;timidus;0,997;0,967;1;;243244;210210;172172;189191;117117;160160;200200;114122;000000;174174;215215;116116;XY;1;655568;2020/02/18 14:16:38.000;35;2020-04-20;tete_sanguiniere;83224;tete_sanguinere_35;;;;;;;
S04_2020;LOT052;Mercantour;;F414;tete_sanguinere_35_83225;lot;fèces silica;3-Exploitable;S02-008;Mâle;0,846153846153846;10;1;timidus;0,955;0,674;1;;246246;000000;172172;191191;117117;160160;200200;114130;127127;164174;000000;116116;XY;1;655757;2020/02/19 14:10:48.000;35;2020-04-20;tete_sanguiniere;83225;tete_sanguinere_35;;;;;;;
S04_2020;LOT053;Mercantour;;F414;tete_sanguinere_35_83232;lot;fèces silica;3-Exploitable;S04-031;Mâle;1;12;1;timidus;0,995;0,941;1;;244246;216216;172172;191191;117117;160172;200200;114130;127127;164174;215220;116116;XY;1;655517;2020/02/19 13:06:50.000;35;2020-04-20;tete_sanguiniere;83232;tete_sanguinere_35;;;;;;;
S04_2020;LOT054;Mercantour;;F414;tete_sanguinere_35_83804;lot;fèces silica;3-Exploitable;S04-034;Femelle;0,923076923076923;11;1;timidus;0,997;0,964;1;;244253;206206;172172;191191;117117;160160;200200;114130;000000;174174;215215;116118;XX;1;655501;2020/02/18 11:34:41.000;35;2020-04-20;tete_sanguiniere;83804;tete_sanguinere_35;;;;;;;
S04_2020;LOT055;Mercantour;;F414;tete_sanguinere_35_83807;lot;fèces silica;3-Exploitable;S04-012;Mâle;0,769230769230769;9;1;timidus;0,995;0,945;1;;000000;210210;172172;189191;117117;160160;200200;114122;000000;174174;000000;116116;XY;1;655556;2020/02/18 11:18:40.000;35;2020-04-20;tete_sanguiniere;83807;tete_sanguinere_35;;;;;;;
