Session;N_Antagene;Région;Population;Projet;Code_lot ou Code_ech Client;Type analyse;Type prélèvement;Tri;N° Animal 2020;Sexe;Taux d'amplification ou IQ;Marker OK;Nb réplicats;Assignation espèce;Probabilité timidus;CI95_bottom timidus;CI95_up timidus;Commentaires ANTAGENE;LSA2;LSA3;LSA6;LSA8;OCELAMB;OCELS1B;SAT08;SAT12;SAT13;SOL30;SOL33;SOL8;ZFXY-SRY;Nb crottes lot;N_tube ANTAGENE;date_relev;trace_sour;date_creat;nom_maille;id_lot;cod_maille;observateur;commune;lieu-dit;altitude;X;Y;Informations supplémentaires
S04_2020;LOT056;Mercantour;;F414;tete_sanguinere_35_84387;lot;fèces silica;3-Exploitable;S04-027;Mâle;0,923076923076923;11;1;timidus;0,997;0,962;1;;248248;206206;172172;189189;117117;160174;200200;118130;127127;174174;000000;116116;XY;1;655574;2020/02/18 10:26:11.000;35;2020-04-20;tete_sanguiniere;84387;tete_sanguinere_35;;;;;;;
S04_2020;LOT057;Mercantour;;F414;tete_sanguinere_35_84966;lot;fèces silica;3-Exploitable;S04-012;Mâle;1;12;1;timidus;0,996;0,948;1;;243244;210210;172172;189191;117117;160160;200200;114122;122127;174174;215215;116116;XY;1;655502;2020/02/18 10:40:03.000;35;2020-04-20;tete_sanguiniere;84966;tete_sanguinere_35;;;;;;;
S04_2020;LOT058;Mercantour;;F414;tete_sanguinere_35_84975;lot;fèces silica;1-Non exploitable;NA;Mâle;0,538461538461538;6;1;timidus;0,995;0,941;1;;000000;000000;172172;000000;117117;000000;200200;114114;000000;000000;220220;118118;XY;1;655750;2020/02/19 11:25:30.000;35;2020-04-20;tete_sanguiniere;84975;tete_sanguinere_35;;;;;;;
S04_2020;LOT059;Mercantour;;F414;tete_sanguinere_35_85547;lot;fèces silica;3-Exploitable;S04-012;Mâle;1;12;1;timidus;0,996;0,946;1;;243244;210210;172172;189191;117117;160160;200200;114122;122127;174174;215215;116116;XY;1;655503;2020/02/18 10:22:51.000;35;2020-04-20;tete_sanguiniere;85547;tete_sanguinere_35;;;;;;;
S04_2020;LOT060;Mercantour;;F414;tete_sanguinere_35_85556;lot;fèces silica;3-Exploitable;S04-031;Mâle;0,923076923076923;11;1;timidus;0,996;0,948;1;;244246;216216;172172;191191;117117;160172;200200;114130;000000;164174;215220;116116;XY;1;655500;2020/02/19 11:15:49.000;35;2020-04-20;tete_sanguiniere;85556;tete_sanguinere_35;;;;;;;
S04_2020;LOT061;Mercantour;;F414;tete_sanguinere_35_86128;lot;fèces silica;3-Exploitable;S04-012;Mâle;1;12;1;timidus;0,996;0,95;1;;243244;210210;172172;189191;117117;160160;200200;114122;122127;174174;215215;116116;XY;1;630467;2020/02/18 10:09:58.000;35;2020-04-20;tete_sanguiniere;86128;tete_sanguinere_35;;;;;;;
S04_2020;LOT062;Mercantour;;F414;tete_sanguinere_35_86129;lot;fèces silica;2-Douteux;S04-027;Mâle;0,692307692307692;8;1;timidus;0,995;0,944;1;;000000;206206;172172;000000;117117;160174;200200;118130;000000;174174;000000;116116;XY;1;655515;2020/02/18 10:13:53.000;35;2020-04-20;tete_sanguiniere;86129;tete_sanguinere_35;;;;;;;
S04_2020;LOT063;Mercantour;;F414;tete_sanguinere_35_86131;lot;fèces silica;2-Douteux;NA;Mâle;0,692307692307692;8;1;timidus;0,997;0,964;1;;000000;000000;172172;000000;117117;160160;200200;114122;000000;174174;215215;116116;XY;1;630459;2020/02/17 10:58:23.000;35;2020-04-20;tete_sanguiniere;86131;tete_sanguinere_35;;;;;;;
S04_2020;LOT064;Mercantour;;F414;tete_sanguinere_35_86711;lot;fèces silica;3-Exploitable;S04-012;Mâle;0,769230769230769;9;1;timidus;0,997;0,963;1;;000000;210210;172172;000000;117117;160160;200200;114122;000000;174174;215215;116116;XY;1;630456;2020/02/17 10:09:20.000;35;2020-04-20;tete_sanguiniere;86711;tete_sanguinere_35;;;;;;;
S04_2020;LOT065;Mercantour;;F414;tete_sanguinere_35_86712;lot;fèces silica;3-Exploitable;S04-010;Mâle;0,846153846153846;10;1;timidus;0,998;0,972;1;;243248;216216;172172;189189;117117;160160;200200;114130;000000;172174;000000;116119;XY;1;630457;2020/02/17 10:16:49.000;35;2020-04-20;tete_sanguiniere;86712;tete_sanguinere_35;;;;;;;
S04_2020;LOT066;Mercantour;;F414;tete_sanguinere_35_86713;lot;fèces silica;3-Exploitable;S04-012;Mâle;0,923076923076923;11;1;timidus;0,997;0,968;1;;243244;210210;172172;189191;117117;160160;200200;114122;000000;174174;215215;116116;XY;1;630458;2020/02/17 10:37:06.000;35;2020-04-20;tete_sanguiniere;86713;tete_sanguinere_35;;;;;;;
S04_2020;LOT067;Mercantour;;F414;tete_sanguinere_35_86716;lot;fèces silica;3-Exploitable;S04-033;Mâle;1;12;1;timidus;0,998;0,97;1;;244248;218218;172172;189189;117117;160172;200200;114122;129129;174182;220220;118118;XY;1;655518;2020/02/19 10:14:30.000;35;2020-04-20;tete_sanguiniere;86716;tete_sanguinere_35;;;;;;;
S04_2020;LOT068;Mercantour;;F414;rougnouse_42_87209;lot;fèces silica;3-Exploitable;S04-112;Femelle;1;12;1;europaeus;0,004;0;0,047;;252257;212214;172172;189191;117119;162170;200200;118134;122129;186208;218218;116124;XX;1;655794;2020/01/13 08:17:21.000;42;2020-04-20;rougnouse;87209;rougnouse_42;;;;;;;
S04_2020;LOT069;Mercantour;;F414;gipiere_48_87286;lot;fèces silica;3-Exploitable;S04-035;Mâle;0,923076923076923;11;1;timidus;0,995;0,943;1;;243248;208208;172172;189191;117117;160160;200200;114130;000000;174174;220220;116116;XY;1;629015;2019/12/16 12:06:02.000;48;2020-04-20;gipiere;87286;gipiere_48;;;;;;;
S04_2020;LOT070;Mercantour;;F414;gipiere_48_87287;lot;fèces silica;3-Exploitable;S04-035;Mâle;0,923076923076923;11;1;timidus;0,996;0,947;1;;243248;208208;172172;189191;117117;160160;200200;114130;000000;174174;220220;116116;XY;1;629013;2019/12/16 11:30:37.000;48;2020-04-20;gipiere;87287;gipiere_48;;;;;;;
S04_2020;LOT071;Mercantour;;F414;rougnouse_42_87786;lot;fèces silica;3-Exploitable;S04-113;Femelle;0,923076923076923;11;1;timidus;0,996;0,956;1;;243248;206208;172172;189189;117121;160162;200200;114130;000000;174174;220220;116116;XX;1;655797;2020/01/13 10:22:38.000;42;2020-04-20;rougnouse;87786;rougnouse_42;;;;;;;
S04_2020;LOT072;Mercantour;;F414;rougnouse_42_87787;lot;fèces silica;3-Exploitable;S04-036;Mâle;1;12;1;timidus;0,996;0,944;1;;248248;218218;172172;189189;117117;158160;200200;114122;129129;174174;215218;116116;XY;1;655799;2020/01/13 09:58:46.000;42;2020-04-20;rougnouse;87787;rougnouse_42;;;;;;;
S04_2020;LOT073;Mercantour;;F414;gipiere_48_87861;lot;fèces silica;1-Non exploitable;NA;-;0,153846153846154;2;1;NA;NA;NA;NA;;000000;000000;000000;000000;117117;000000;000000;000000;000000;000000;000000;116118;000000;1;630435;2019/12/17 12:09:08.000;48;2020-04-20;gipiere;87861;gipiere_48;;;;;;;
S04_2020;LOT074;Mercantour;;F414;gipiere_48_87862;lot;fèces silica;3-Exploitable;S04-037;Femelle;0,923076923076923;11;1;timidus;0,972;0,725;1;;244246;216216;172172;191191;117117;160168;200200;114130;000000;174174;218220;116116;XX;1;630434;2019/12/17 12:04:38.000;48;2020-04-20;gipiere;87862;gipiere_48;;;;;;;
S04_2020;LOT075;Mercantour;;F414;gipiere_48_87863;lot;fèces silica;3-Exploitable;S02-008;Mâle;0,923076923076923;11;1;timidus;0,998;0,969;1;;246246;216216;172172;189191;117117;160160;200200;114130;000000;164174;220220;116116;XY;1;630433;2019/12/17 11:36:08.000;48;2020-04-20;gipiere;87863;gipiere_48;;;;;;;
S04_2020;LOT076;Mercantour;;F414;gipiere_48_87868;lot;fèces silica;3-Exploitable;S04-012;Mâle;0,923076923076923;11;1;timidus;0,997;0,968;1;;243244;210210;172172;189191;117117;160160;200200;114122;000000;174174;215215;116116;XY;1;629012;2019/12/16 11:24:12.000;48;2020-04-20;gipiere;87868;gipiere_48;;;;;;;
S04_2020;LOT077;Mercantour;;F414;gipiere_48_87869;lot;fèces silica;3-Exploitable;S04-011;Femelle;1;12;1;timidus;0,995;0,938;1;;246248;208208;172172;189189;117117;160160;200200;114130;122129;174174;220220;116119;XX;1;629010;2019/12/16 10:52:44.000;48;2020-04-20;gipiere;87869;gipiere_48;;;;;;;
S04_2020;LOT078;Mercantour;;F414;gipiere_48_88444;lot;fèces silica;3-Exploitable;S04-037;Femelle;1;12;1;timidus;0,975;0,747;1;;244246;216216;172172;191191;117117;160168;200200;114130;127129;174174;218220;116116;XX;1;630432;2019/12/17 11:30:28.000;48;2020-04-20;gipiere;88444;gipiere_48;;;;;;;
S04_2020;LOT079;Mercantour;;F414;rougnouse_42_88952;lot;fèces silica;3-Exploitable;S04-114;Mâle;1;12;1;timidus;0,997;0,961;1;;243248;216216;172172;189191;117117;160160;200200;126130;125127;164164;220220;116116;XY;1;655785;2020/01/13 09:01:03.000;42;2020-04-20;rougnouse;88952;rougnouse_42;;;;;;;
S04_2020;LOT080;Mercantour;;F414;gipiere_48_89031;lot;fèces silica;3-Exploitable;S04-038;Femelle;1;12;1;timidus;0,997;0,957;1;;243244;206210;172172;189191;117117;160160;200200;114130;122129;174174;215215;116118;XX;1;628983;2019/12/16 12:55:49.000;48;2020-04-20;gipiere;89031;gipiere_48;;;;;;;
S04_2020;LOT081;Mercantour;;F414;rougnouse_42_89529;lot;fèces silica;3-Exploitable;S04-036;Mâle;1;12;1;timidus;0,995;0,941;1;;248248;218218;172172;189189;117117;158160;200200;114122;129129;174174;215218;116116;XY;1;655788;2020/01/13 10:52:56.000;42;2020-04-20;rougnouse;89529;rougnouse_42;;;;;;;
S04_2020;LOT082;Mercantour;;F414;gipiere_48_89611;lot;fèces silica;3-Exploitable;S04-034;Femelle;0,884615384615385;11;1;timidus;0,997;0,961;1;;244253;206206;172172;191191;117117;160160;200200;114130;000000;174174;215215;116118;XX;1;630506;2019/12/16 13:14:09.000;48;2020-04-20;gipiere;89611;gipiere_48;;;;;;;
S04_2020;LOT083;Mercantour;;F414;gipiere_48_89613;lot;fèces silica;3-Exploitable;S04-012;Mâle;1;12;1;timidus;0,994;0,916;1;;243244;210210;172172;189191;117117;160160;200200;114122;122122;174174;215215;116116;XY;1;629007;2019/12/16 10:06:37.000;48;2020-04-20;gipiere;89613;gipiere_48;;;;;;;
S04_2020;LOT084;Mercantour;;F414;gipiere_48_90192;lot;fèces silica;3-Exploitable;S04-038;Femelle;1;12;1;timidus;0,997;0,956;1;;243244;206210;172172;189191;117117;160160;200200;114130;122129;174174;215215;116118;XX;1;630507;2019/12/16 13:19:45.000;48;2020-04-20;gipiere;90192;gipiere_48;;;;;;;
S04_2020;LOT085;Mercantour;;F414;rougnouse_42_90690;lot;fèces silica;3-Exploitable;S04-036;Mâle;1;12;1;timidus;0,995;0,931;1;;248248;218218;172172;189191;117117;158160;200200;114122;129129;174174;215218;116116;XY;1;655787;2020/01/13 11:23:33.000;42;2020-04-20;rougnouse;90690;rougnouse_42;;;;;;;
S04_2020;LOT086;Mercantour;;F414;rougnouse_42_90693;lot;fèces silica;3-Exploitable;S04-039;Mâle;1;12;1;timidus;0,997;0,97;1;;243245;216216;172172;189189;117117;158158;200200;118126;129129;174182;215220;116116;XY;1;656161;2020/01/21 11:21:31.000;42;2020-04-20;rougnouse;90693;rougnouse_42;;;;;;;
S04_2020;LOT087;Mercantour;;F414;rougnouse_42_90695;lot;fèces silica;3-Exploitable;S04-115;Mâle;0,923076923076923;11;1;timidus;0,998;0,975;1;;248248;206206;172172;189189;117117;152160;200200;114130;000000;174182;215220;116118;XY;1;656158;2020/01/21 10:53:11.000;42;2020-04-20;rougnouse;90695;rougnouse_42;;;;;;;
S04_2020;LOT088;Mercantour;;F414;gipiere_48_90772;lot;fèces silica;3-Exploitable;S04-116;Mâle;0,923076923076923;11;1;timidus;0,994;0,922;1;;000000;208208;172172;189189;117117;160172;200200;114130;125126;164174;215220;116118;XY;1;630508;2019/12/16 13:27:31.000;48;2020-04-20;gipiere;90772;gipiere_48;;;;;;;
S04_2020;LOT089;Mercantour;;F414;gipiere_48_90773;lot;fèces silica;3-Exploitable;S04-040;Femelle;1;12;1;timidus;0,989;0,857;1;;243253;206210;172172;191191;117117;160160;200200;122130;122122;174174;215215;116118;XX;1;630409;2019/12/16 14:51:06.000;48;2020-04-20;gipiere;90773;gipiere_48;;;;;;;
S04_2020;LOT090;Mercantour;;F414;rougnouse_42_91267;lot;fèces silica;3-Exploitable;S04-036;Mâle;1;12;1;timidus;0,996;0,942;1;;248248;218218;172172;189189;117117;158160;200200;114122;129129;174174;215218;116116;XY;1;656460;2020/01/13 13:50:30.000;42;2020-04-20;rougnouse;91267;rougnouse_42;;;;;;;
S04_2020;LOT091;Mercantour;;F414;rougnouse_42_91270;lot;fèces silica;3-Exploitable;S04-021;Femelle;1;12;1;timidus;0,997;0,963;1;;243248;208208;172172;189189;117117;158160;200200;114130;127129;174174;220220;118118;XX;1;655779;2020/01/13 11:41:58.000;42;2020-04-20;rougnouse;91270;rougnouse_42;;;;;;;
S04_2020;LOT092;Mercantour;;F414;rougnouse_42_91276;lot;fèces silica;3-Exploitable;S04-039;Mâle;1;12;1;timidus;0,998;0,971;1;;243245;216216;172172;189189;117117;158158;200200;118126;129129;174182;215220;116116;XY;1;656166;2020/01/21 13:42:26.000;42;2020-04-20;rougnouse;91276;rougnouse_42;;;;;;;
S04_2020;LOT093;Mercantour;;F414;gipiere_48_91348;lot;fèces silica;1-Non exploitable;NA;-;0;0;1;NA;NA;NA;NA;;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;1;630426;2019/12/17 10:04:30.000;48;2020-04-20;gipiere;91348;gipiere_48;;;;;;;
S04_2020;LOT094;Mercantour;;F414;gipiere_48_91354;lot;fèces silica;3-Exploitable;S04-040;Femelle;1;12;1;timidus;0,995;0,935;1;;243253;206210;172172;191191;117117;160160;200200;122130;122129;174174;215215;116118;XX;1;630410;2019/12/16 14:56:48.000;48;2020-04-20;gipiere;91354;gipiere_48;;;;;;;
S04_2020;LOT095;Mercantour;;F414;gipiere_48_91355;lot;fèces silica;3-Exploitable;S02-009;Mâle;0,923076923076923;11;1;timidus;0,998;0,975;1;;248248;216216;172172;189189;117117;152158;200200;114118;000000;174174;215220;116116;XY;1;630438;2019/12/17 13:25:49.000;48;2020-04-20;gipiere;91355;gipiere_48;;;;;;;
S04_2020;LOT096;Mercantour;;F414;gipiere_48_91356;lot;fèces silica;3-Exploitable;S04-041;Mâle;1;12;1;timidus;0,998;0,977;1;;244248;216216;172172;189189;117117;160160;200200;114114;125129;174182;215220;116116;XY;1;630439;2019/12/17 13:36:14.000;48;2020-04-20;gipiere;91356;gipiere_48;;;;;;;
S04_2020;LOT097;Mercantour;;F414;rougnouse_42_91853;lot;fèces silica;3-Exploitable;S04-039;Mâle;1;12;1;timidus;0,998;0,972;1;;243245;216216;172172;189189;117117;158158;200200;118126;129129;174182;215220;116116;XY;1;656162;2020/01/21 11:58:40.000;42;2020-04-20;rougnouse;91853;rougnouse_42;;;;;;;
S04_2020;LOT098;Mercantour;;F414;rougnouse_42_91854;lot;fèces silica;3-Exploitable;S04-042;Mâle;0,923076923076923;11;1;timidus;0,99;0,868;1;;243248;208208;172172;189189;117125;160160;200200;114130;000000;174174;215218;116116;XY;1;656154;2020/01/21 11:50:47.000;42;2020-04-20;rougnouse;91854;rougnouse_42;;;;;;;
S04_2020;LOT099;Mercantour;;F414;gipiere_48_91932;lot;fèces silica;3-Exploitable;S04-117;Femelle;0,923076923076923;11;1;europaeus;0,006;0;0,079;;251257;210210;172172;189191;117127;160164;200204;118130;000000;186186;218218;124124;XX;1;630413;2019/12/16 15:13:43.000;48;2020-04-20;gipiere;91932;gipiere_48;;;;;;;
S04_2020;LOT100;Mercantour;;F414;gipiere_48_91933;lot;fèces silica;3-Exploitable;S04-011;Femelle;0,923076923076923;11;1;timidus;0,997;0,959;1;;246248;208208;172172;189189;117117;160160;200200;114130;000000;174174;220220;116119;XX;1;630412;2019/12/16 15:09:10.000;48;2020-04-20;gipiere;91933;gipiere_48;;;;;;;
S04_2020;LOT101;Mercantour;;F414;gipiere_48_91936;lot;fèces silica;3-Exploitable;S04-041;Mâle;1;12;1;timidus;0,998;0,977;1;;244248;216216;172172;189189;117117;160160;200200;114114;125129;174182;215220;116116;XY;1;630440;2019/12/17 13:59:14.000;48;2020-04-20;gipiere;91936;gipiere_48;;;;;;;
S04_2020;LOT102;Mercantour;;F414;gipiere_48_92510;lot;fèces silica;3-Exploitable;S04-040;Femelle;1;12;1;timidus;0,995;0,93;1;;243253;206210;172172;191191;117117;160160;200200;122130;122129;174174;215215;116118;XX;1;630417;2019/12/17 09:13:24.000;48;2020-04-20;gipiere;92510;gipiere_48;;;;;;;
S04_2020;LOT103;Mercantour;;F414;gipiere_48_92512;lot;fèces silica;3-Exploitable;S04-043;Femelle;1;12;1;europaeus;0,004;0;0,055;;251257;210210;172172;189189;117117;162162;200200;130134;122124;180182;218218;124124;XX;1;628976;2019/12/16 08:55:30.000;48;2020-04-20;gipiere;92512;gipiere_48;;;;;;;
S04_2020;LOT104;Mercantour;;F414;gipiere_48_92514;lot;fèces silica;3-Exploitable;S04-043;Femelle;1;12;1;europaeus;0,005;0;0,057;;251257;210210;172172;189189;117117;162162;200200;130134;122124;180182;218218;124124;XX;1;629006;2019/12/16 15:20:03.000;48;2020-04-20;gipiere;92514;gipiere_48;;;;;;;
S04_2020;LOT105;Mercantour;;F414;gipiere_48_92515;lot;fèces silica;3-Exploitable;S02-009;Mâle;1;12;1;timidus;0,998;0,976;1;;248248;216216;172172;189189;117117;152158;200200;114118;129129;174174;215220;116116;XY;1;630441;2019/12/17 14:13:12.000;48;2020-04-20;gipiere;92515;gipiere_48;;;;;;;
S04_2020;LOT106;Mercantour;;F414;pres_hauts_34_94793;lot;fèces silica;3-Exploitable;S04-118;Mâle;1;12;1;timidus;0,982;0,758;1;;253253;208208;172172;191191;117117;160172;200200;114114;127129;182182;220220;116116;XY;1;656201;2020-01-22 09:22:00;34;2020-04-20;pres_hauts;94793;pres_hauts_34;;;;;;;
S04_2020;LOT107;Mercantour;;F414;pres_hauts_34_94796;lot;fèces silica;3-Exploitable;S04-044;Mâle;0,846153846153846;10;1;timidus;0,989;0,856;1;;000000;206206;172172;189189;117117;158160;200200;118126;000000;174182;218220;116116;XY;1;656461;2020-01-22 09:58:18;34;2020-04-20;pres_hauts;94796;pres_hauts_34;;;;;;;
S04_2020;LOT108;Mercantour;;F414;pres_hauts_34_95376;lot;fèces silica;3-Exploitable;S04-045;Mâle;1;12;1;timidus;0,995;0,938;1;;246248;206206;172172;189189;117117;168174;200200;130130;125129;174174;215220;116118;XY;1;656205;2020-01-22 10:17:08;34;2020-04-20;pres_hauts;95376;pres_hauts_34;;;;;;;
S04_2020;LOT109;Mercantour;;F414;pres_hauts_34_95377;lot;fèces silica;3-Exploitable;S04-044;Mâle;1;12;1;timidus;0,993;0,907;1;;243244;206206;172172;189189;117117;158160;200200;118126;125129;174182;218220;116116;XY;1;656203;2020-01-22 10:31:20;34;2020-04-20;pres_hauts;95377;pres_hauts_34;;;;;;;
S04_2020;LOT110;Mercantour;;F414;pres_hauts_34_95379;lot;fèces silica;3-Exploitable;S04-045;Mâle;1;12;1;timidus;0,995;0,94;1;;246248;206206;172172;189189;117117;168174;200200;130130;125129;174174;215220;116118;XY;1;656454;2020-01-22 11:05:18;34;2020-04-20;pres_hauts;95379;pres_hauts_34;;;;;;;
S04_2020;LOT111;Mercantour;;F414;villard_38_104711;lot;fèces silica;3-Exploitable;S04-119;Femelle;1;12;1;europaeus;0,003;0;0,032;;252257;208210;172172;189189;117119;162176;200204;134138;122125;186186;218218;124124;XX;1;655752;2020-03-04;38;2020-04-20;villard;104711;villard_38;;;;;;;
S04_2020;LOT112;Mercantour;;F414;villard_38_104715;lot;fèces silica;3-Exploitable;S04-028;Mâle;0,923076923076923;11;1;timidus;0,998;0,971;1;;243243;206206;172172;189189;117117;160174;200200;114122;000000;174174;220220;116116;XY;1;655767;2020-03-04;38;2020-04-20;villard;104715;villard_38;;;;;;;
S04_2020;LOT113;Mercantour;;F414;villard_38_104716;lot;fèces silica;3-Exploitable;S04-120;Mâle;0,923076923076923;11;1;timidus;0,913;0,647;1;;243257;210210;172172;189189;117117;160174;200200;114122;000000;172182;220220;116116;XY;1;655773;2020-03-04;38;2020-04-20;villard;104716;villard_38;;;;;;;
S04_2020;LOT114;Mercantour;;F414;villard_38_105292;lot;fèces silica;3-Exploitable;S04-121;Mâle;1;12;1;europaeus;0,023;0;0,223;;255257;210210;172172;189191;117119;158170;200204;114134;124129;186186;218218;108120;XY;1;655758;2020-03-04;38;2020-04-20;villard;105292;villard_38;;;;;;;
S04_2020;LOT115;Mercantour;;F414;villard_38_105296;lot;fèces silica;3-Exploitable;S04-122;Femelle;0,923076923076923;11;1;timidus;0,996;0,949;1;;244244;206208;172172;191191;117117;160160;200200;122130;000000;174182;215220;116118;XX;1;655761;2020-03-04;38;2020-04-20;villard;105296;villard_38;;;;;;;
S04_2020;LOT116;Mercantour;;F414;villard_38_105874;lot;fèces silica;3-Exploitable;S04-028;Mâle;1;12;1;timidus;0,998;0,974;1;;243243;206206;172172;189189;117117;160174;200200;114122;129129;174174;220220;116116;XY;1;630521;2020-03-04;38;2020-04-20;villard;105874;villard_38;;;;;;;
S04_2020;LOT117;Mercantour;;F414;villard_38_105876;lot;fèces silica;3-Exploitable;S04-123;Femelle;1;12;1;europaeus;0,003;0;0,037;;257257;208210;172172;191191;117127;162164;204204;134138;127129;186191;218218;116116;XX;1;655771;2020-03-04;38;2020-04-20;villard;105876;villard_38;;;;;;;
S04_2020;LOT118;Mercantour;;F414;villard_38_105877;lot;fèces silica;3-Exploitable;S04-028;Mâle;1;12;1;timidus;0,998;0,974;1;;243243;206206;172172;189189;117117;160174;200200;114122;129129;174174;220220;116116;XY;1;655768;2020-03-04;38;2020-04-20;villard;105877;villard_38;;;;;;;
S04_2020;LOT119;Mercantour;;F414;villard_38_105878;lot;fèces silica;1-Non exploitable;NA;-;0;0;1;NA;NA;NA;NA;;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;1;630535;2020-03-04;38;2020-04-20;villard;105878;villard_38;;;;;;;
S04_2020;LOT120;Mercantour;;F414;villard_38_106456;lot;fèces silica;3-Exploitable;S04-028;Mâle;1;12;1;timidus;0,998;0,974;1;;243243;206206;172172;189189;117117;160174;200200;114122;129129;174174;220220;116116;XY;1;630531;2020-03-04;38;2020-04-20;villard;106456;villard_38;;;;;;;
S04_2020;LOT121;Mercantour;;F414;villard_38_106459;lot;fèces silica;3-Exploitable;S04-124;Mâle;0,923076923076923;11;1;europaeus;0,009;0;0,123;;250257;208208;172172;189191;117117;162170;200200;134134;000000;182184;220220;116124;XY;1;630534;2020-03-04;38;2020-04-20;villard;106459;villard_38;;;;;;;
