Session;N_Antagene;Région;Population;Projet;Code_lot ou Code_ech Client;Type analyse;Type prélèvement;Tri;N° Animal 2020;Sexe;Taux d'amplification ou IQ;Marker OK;Nb réplicats;Assignation espèce;Probabilité timidus;CI95_bottom timidus;CI95_up timidus;Commentaires ANTAGENE;LSA2;LSA3;LSA6;LSA8;OCELAMB;OCELS1B;SAT08;SAT12;SAT13;SOL30;SOL33;SOL8;ZFXY-SRY;Nb crottes lot;N_tube ANTAGENE;date_relev;trace_sour;date_creat;nom_maille;id_lot;cod_maille;observateur;commune;lieu-dit;altitude;X;Y;Informations supplémentaires
S04_2020;LOT122;Mercantour;;F414;villard_38_107034;lot;fèces silica;3-Exploitable;S04-046;Mâle;0,923076923076923;11;1;europaeus;0,012;0;0,16;;251257;208208;172172;187189;117117;162168;200200;114134;000000;186186;220220;120122;XY;1;550110;2020/03/06 10:07:28.000;38;2020-04-20;villard;107034;villard_38;;;;;;;
S04_2020;LOT123;Mercantour;;F414;villard_38_107037;lot;fèces silica;3-Exploitable;S04-125;Mâle;0,923076923076923;11;1;europaeus;0,006;0;0,072;;251255;210210;172172;189191;117119;170176;200200;130138;000000;186186;218220;116124;XY;1;630527;2020-03-04;38;2020-04-20;villard;107037;villard_38;;;;;;;
S04_2020;LOT124;Mercantour;;F414;villard_38_107039;lot;fèces silica;3-Exploitable;S04-126;Femelle;1;12;1;europaeus;0,026;0;0,262;;251257;208210;172172;191191;117127;162162;200204;114114;127129;191197;218218;116124;XX;1;630532;2020-03-04;38;2020-04-20;villard;107039;villard_38;;;;;;;
S04_2020;LOT125;Mercantour;;F414;villard_38_107615;lot;fèces silica;3-Exploitable;S04-046;Mâle;1;12;1;europaeus;0,009;0;0,118;;251257;208208;172172;187189;117117;162168;200200;114134;122124;186186;220220;120122;XY;1;550095;2020/03/06 09:36:39.000;38;2020-04-20;villard;107615;villard_38;;;;;;;
S04_2020;LOT126;Mercantour;;F414;villard_38_107616;lot;fèces silica;3-Exploitable;S04-047;Mâle;1;12;1;europaeus;0,006;0;0,073;;251257;208208;172172;189191;117117;162176;200200;130138;129129;186190;218218;116124;XY;1;550122;2020/03/06 11:40:25.000;38;2020-04-20;villard;107616;villard_38;;;;;;;
S04_2020;LOT127;Mercantour;;F414;villard_38_107617;lot;fèces silica;3-Exploitable;S04-047;Mâle;1;12;1;europaeus;0,006;0;0,072;;251257;208208;172172;189191;117117;162176;200200;130138;129129;186190;218218;116124;XY;1;550109;2020/03/06 11:48:19.000;38;2020-04-20;villard;107617;villard_38;;;;;;;
S04_2020;LOT128;Mercantour;;F414;villard_38_108201;lot;fèces silica;3-Exploitable;S04-127;Femelle;1;12;1;europaeus;0,003;0;0,035;;252257;208210;172172;189189;117119;164170;200204;118134;122129;180186;218218;124124;XX;1;550074;2020/03/04 13:17:12.000;38;2020-04-20;villard;108201;villard_38;;;;;;;
S04_2020;LOT129;Mercantour;;F414;villard_38_108778;lot;fèces silica;3-Exploitable;S04-128;Femelle;1;12;1;europaeus;0,025;0;0,275;;250257;208210;172172;191191;117117;162170;200204;114134;125129;184191;218220;116116;XX;1;550061;2020/03/04 08:39:03.000;38;2020-04-20;villard;108778;villard_38;;;;;;;
S04_2020;LOT130;Mercantour;;F414;serre_27_112264;lot;fèces silica;3-Exploitable;S04-129;Femelle;1;12;1;europaeus;0,002;0;0,026;;250257;208208;172172;189191;119125;164170;200200;134134;122124;186190;218218;122122;XX;1;550111;2020/03/11 08:23:36.000;27;2020-04-20;serre;112264;serre_27;;;;;;;
S04_2020;LOT131;Mercantour;;F414;serre_27_112265;lot;fèces silica;3-Exploitable;S04-130;Mâle;0,923076923076923;11;1;europaeus;0,016;0;0,202;;249257;210210;172172;189189;117117;162170;200200;134142;000000;166188;218220;124124;XY;1;630587;2020/03/11 08:43:20.000;27;2020-04-20;serre;112265;serre_27;;;;;;;
S04_2020;LOT132;Mercantour;;F414;serre_27_112266;lot;fèces silica;1-Non exploitable;NA;-;0;0;1;NA;NA;NA;NA;;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;1;550097;2020/03/11 13:39:06.000;27;2020-04-20;serre;112266;serre_27;;;;;;;
S04_2020;LOT133;Mercantour;;F414;serre_27_112267;lot;fèces silica;1-Non exploitable;NA;-;0,0769230769230769;1;1;NA;NA;NA;NA;;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;116116;000000;1;550101;2020/03/11 13:10:57.000;27;2020-04-20;serre;112267;serre_27;;;;;;;
S04_2020;LOT134;Mercantour;;F414;serre_27_112268;lot;fèces silica;1-Non exploitable;NA;-;0;0;1;NA;NA;NA;NA;;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;1;630596;2020/03/11 13:03:49.000;27;2020-04-20;serre;112268;serre_27;;;;;;;
S04_2020;LOT135;Mercantour;;F414;serre_27_112272;lot;fèces silica;1-Non exploitable;NA;-;0,153846153846154;2;1;NA;NA;NA;NA;;000000;000000;000000;000000;000000;000000;198198;114134;000000;000000;000000;000000;000000;1;630602;2020/03/11 10:11:30.000;27;2020-04-20;serre;112272;serre_27;;;;;;;
S04_2020;LOT136;Mercantour;;F414;serre_27_114596;lot;fèces silica;3-Exploitable;S04-131;Mâle;1;12;1;timidus;0,995;0,942;1;;243244;208208;172172;191191;117117;160160;200200;114114;129129;174182;215220;116116;XY;1;630598;2020/03/11 13:03:48.000;27;2020-04-20;serre;114596;serre_27;;;;;;;
S04_2020;LOT137;Mercantour;;F414;serre_27_115173;lot;fèces silica;3-Exploitable;S04-132;Mâle;0,923076923076923;11;1;timidus;0,997;0,969;1;;243243;218218;172172;189189;117117;160160;200200;118126;000000;174182;215220;116118;XY;1;630536;2020/03/11 09:59:24.000;27;2020-04-20;serre;115173;serre_27;;;;;;;
S04_2020;LOT138;Mercantour;;F414;serre_27_115754;lot;fèces silica;3-Exploitable;S04-133;Femelle;0,923076923076923;11;1;timidus;0,997;0,962;1;;243248;210218;172172;191191;117117;160160;200200;114114;000000;182182;215220;116118;XX;1;550112;2020/03/11 10:01:53.000;27;2020-04-20;serre;115754;serre_27;;;;;;;
S04_2020;LOT139;Mercantour;;F414;scluos_8_116511;lot;fèces silica;3-Exploitable;S04-042;Mâle;0,923076923076923;11;1;timidus;0,989;0,853;1;;000000;208208;172172;189189;117125;160160;200200;114130;129129;174174;215218;116116;XY;1;656167;2020/01/21 12:07:28.000;8;2020-04-20;scluos;116511;scluos_8;;;;;;;
S04_2020;LOT140;Mercantour;;F414;scluos_8_117093;lot;fèces silica;3-Exploitable;S04-134;Mâle;1;12;1;timidus;0,99;0,875;1;;243243;206206;172172;189189;117117;160170;200200;118118;125129;174182;218220;116118;XY;1;655664;2020/03/11 12:45:55.000;8;2020-04-20;scluos;117093;scluos_8;;;;;;;
S04_2020;LOT141;Mercantour;;F414;scluos_8_119418;lot;fèces silica;3-Exploitable;S04-039;Mâle;1;12;1;timidus;0,998;0,971;1;;243245;216216;172172;189189;117117;158158;200200;118126;129129;174182;215220;116116;XY;1;656165;2020/01/21 13:45:28.000;8;2020-04-20;scluos;119418;scluos_8;;;;;;;
S04_2020;LOT142;Mercantour;;F414;scluos_8_119420;lot;fèces silica;3-Exploitable;S04-135;Mâle;1;12;1;timidus;0,996;0,949;1;;246250;218218;172172;189189;117117;160162;200200;114130;127129;174182;220220;116118;XY;1;626120;2020/03/11 11:39:41.000;8;2020-04-20;scluos;119420;scluos_8;;;;;;;
S04_2020;LOT143;Mercantour;;F414;barn_45_122331;lot;fèces silica;3-Exploitable;S04-136;Mâle;1;12;1;timidus;0,998;0,976;1;;246248;206206;172172;189189;117117;160160;200200;114130;125129;174174;220220;116116;XY;1;655663;2020-01-30 10:38:49;45;2020-04-20;barn;122331;barn_45;;;;;;;
S04_2020;LOT144;Mercantour;;F414;adus_46_122333;lot;fèces silica;3-Exploitable;S04-048;Mâle;0,923076923076923;11;1;timidus;0,997;0,964;1;;243252;210210;172172;189189;117125;158160;200200;114130;000000;174174;220220;116118;XY;1;655658;2020/01/23 14:31:20.000;46;2020-04-20;adus;122333;adus_46;;;;;;;
S04_2020;LOT145;Mercantour;;F414;laupon_5_122675;lot;fèces silica;3-Exploitable;S04-049;Mâle;1;12;1;timidus;0,998;0,972;1;;243245;216216;172172;189189;117117;160174;200200;130130;125129;174174;215215;116116;XY;1;630363;2020/03/09 00:00:00.000;5;2020-04-20;laupon;122675;laupon_5;;;;;;;
S04_2020;LOT146;Mercantour;;F414;adus_46_122914;lot;fèces silica;3-Exploitable;S04-048;Mâle;0,846153846153846;10;1;timidus;0,996;0,958;1;;243252;210210;172172;189189;117125;158160;200200;114130;000000;174174;000000;116118;XY;1;655652;2020/01/23 14:31:20.000;46;2020-04-20;adus;122914;adus_46;;;;;;;
S04_2020;LOT147;Mercantour;;F414;adus_46_122916;lot;fèces silica;3-Exploitable;S04-050;Mâle;0,923076923076923;11;1;timidus;0,997;0,964;1;;248253;210210;172172;189189;117125;158160;200200;114130;000000;174182;220220;116116;XY;1;626170;2020/01/23 14:31:20.000;46;2020-04-20;adus;122916;adus_46;;;;;;;
S04_2020;LOT148;Mercantour;;F414;adus_46_122917;lot;fèces silica;3-Exploitable;S04-137;Femelle;0,769230769230769;9;1;timidus;0,998;0,975;1;;248248;206218;172172;000000;117117;152158;200200;000000;000000;174174;215215;118119;XX;1;655661;2020/01/23 14:31:20.000;46;2020-04-20;adus;122917;adus_46;;;;;;;
S04_2020;LOT149;Mercantour;;F414;laupon_5_123253;lot;fèces silica;3-Exploitable;S04-138;Femelle;1;12;1;timidus;0,997;0,965;1;;245248;216216;172172;189189;117117;160174;200200;114114;122129;174182;215220;118118;XX;1;630359;2020/03/09 09:14:49.000;5;2020-04-20;laupon;123253;laupon_5;;;;;;;
S04_2020;LOT150;Mercantour;;F414;adus_46_123498;lot;fèces silica;3-Exploitable;S04-050;Mâle;1;12;1;timidus;0,997;0,967;1;;248253;210210;172172;189189;117125;158160;200200;114130;125125;174182;220220;116116;XY;1;655665;2020/01/23 14:31:20.000;46;2020-04-20;adus;123498;adus_46;;;;;;;
S04_2020;LOT151;Mercantour;;F414;laupon_5_123833;lot;fèces silica;3-Exploitable;S04-139;Femelle;0,846153846153846;10;1;timidus;0,997;0,969;1;;245248;216216;172172;000000;117117;160162;200200;114114;000000;172174;215220;116118;XX;1;628748;2020/03/09 09:54:43.000;5;2020-04-20;laupon;123833;laupon_5;;;;;;;
S04_2020;LOT152;Mercantour;;F414;laupon_5_123834;lot;fèces silica;3-Exploitable;S04-049;Mâle;1;12;1;timidus;0,998;0,972;1;;243245;216216;172172;189189;117117;160174;200200;130130;125129;174174;215215;116116;XY;1;630281;2020/03/09 09:21:31.000;5;2020-04-20;laupon;123834;laupon_5;;;;;;;
S04_2020;LOT153;Mercantour;;F414;laupon_5_123837;lot;fèces silica;3-Exploitable;S04-049;Mâle;1;12;1;timidus;0,998;0,972;1;;243245;216216;172172;189189;117117;160174;200200;130130;125129;174174;215215;116116;XY;1;630295;2020/03/09 00:00:00.000;5;2020-04-20;laupon;123837;laupon_5;;;;;;;
S04_2020;LOT154;Mercantour;;F414;laupon_5_123841;lot;fèces silica;3-Exploitable;S04-051;Femelle;1;12;1;timidus;0,995;0,937;1;;245245;206210;172172;189191;117117;174174;200200;114114;129129;168174;215220;116116;XX;1;655728;2020/03/09 15:36:22.000;5;2020-04-20;laupon;123841;laupon_5;;;;;;;
S04_2020;LOT155;Mercantour;;F414;laupon_5_124420;lot;fèces silica;3-Exploitable;S04-140;Femelle;1;12;1;timidus;0,995;0,941;1;;243243;216218;172172;189189;117117;152160;200200;114130;122129;168182;220220;116118;XX;1;656173;2020/03/09 00:00:00.000;5;2020-04-20;laupon;124420;laupon_5;;;;;;;
S04_2020;LOT156;Mercantour;;F414;laupon_5_125000;lot;fèces silica;3-Exploitable;S04-049;Mâle;1;12;1;timidus;0,998;0,971;1;;243245;216216;172172;189189;117117;160174;200200;130130;125129;174174;215215;116116;XY;1;628769;2020/03/09 00:00:00.000;5;2020-04-20;laupon;125000;laupon_5;;;;;;;
S04_2020;LOT157;Mercantour;;F414;laupon_5_125580;lot;fèces silica;3-Exploitable;S04-052;Mâle;1;12;1;timidus;0,996;0,954;1;;248253;216216;172172;189189;117117;158160;200200;118130;122129;174174;215220;116116;XY;1;655700;2020/03/09 11:33:29.000;5;2020-04-20;laupon;125580;laupon_5;;;;;;;
S04_2020;LOT158;Mercantour;;F414;laupon_5_126160;lot;fèces silica;3-Exploitable;S04-052;Mâle;1;12;1;timidus;0,997;0,956;1;;248253;216216;172172;189189;117117;158160;200200;118130;122129;174174;215220;116116;XY;1;655705;2020/03/09 11:58:40.000;5;2020-04-20;laupon;126160;laupon_5;;;;;;;
S04_2020;LOT159;Mercantour;;F414;adus_46_126405;lot;fèces silica;3-Exploitable;S04-048;Mâle;1;12;1;timidus;0,997;0,963;1;;243252;210210;172172;189189;117125;158160;200200;114130;127129;174174;220220;116118;XY;1;655655;2020/01/23 14:31:20.000;46;2020-04-20;adus;126405;adus_46;;;;;;;
S04_2020;LOT160;Mercantour;;F414;laupon_5_126741;lot;fèces silica;3-Exploitable;S04-053;Femelle;0,923076923076923;11;1;timidus;0,997;0,96;1;;000000;206216;172172;189189;117117;160172;200200;130130;129129;174174;215220;116116;XX;1;628762;2020/03/09 14:18:08.000;5;2020-04-20;laupon;126741;laupon_5;;;;;;;
S04_2020;LOT161;Mercantour;;F414;laupon_5_126743;lot;fèces silica;3-Exploitable;S04-053;Femelle;0,923076923076923;11;1;timidus;0,997;0,961;1;;000000;206216;172172;189189;117117;160172;200200;130130;129129;174174;215220;116116;XX;1;655702;2020/03/09 12:27:18.000;5;2020-04-20;laupon;126743;laupon_5;;;;;;;
S04_2020;LOT162;Mercantour;;F414;laupon_5_126747;lot;fèces silica;3-Exploitable;S04-051;Femelle;1;12;1;timidus;0,995;0,932;1;;245245;206210;172172;189191;117117;174174;200200;114114;129129;168174;215220;116116;XX;1;655747;2020/03/09 00:00:00.000;5;2020-04-20;laupon;126747;laupon_5;;;;;;;
S04_2020;LOT163;Mercantour;;F414;laupon_5_127319;lot;fèces silica;3-Exploitable;S04-052;Mâle;0,923076923076923;11;1;timidus;0,997;0,967;1;;248253;216216;172172;189189;117117;158160;200200;118130;000000;174174;215220;116116;XY;1;628759;2020/03/09 12:12:40.000;5;2020-04-20;laupon;127319;laupon_5;;;;;;;
S04_2020;LOT164;Mercantour;;F414;millefonts_32_129290;lot;fèces silica;3-Exploitable;S04-054;Femelle;1;12;1;timidus;0,996;0,958;1;;244252;206210;172172;189191;117125;158160;200200;114130;127129;174182;220220;116118;XX;1;655659;2020/01/22 12:35:57.000;32;2020-04-20;millefonts;129290;millefonts_32;;;;;;;
S04_2020;LOT165;Mercantour;;F414;millefonts_32_129869;lot;fèces silica;3-Exploitable;S04-054;Femelle;1;12;1;timidus;0,996;0,957;1;;244252;206210;172172;189191;117125;158160;200200;114130;127129;174182;220220;116118;XX;1;626193;2020/01/22 13:10:58.000;32;2020-04-20;millefonts;129869;millefonts_32;;;;;;;
S04_2020;LOT166;Mercantour;;F414;millefonts_32_129871;lot;fèces silica;2-Douteux;S04-054;-;0,538461538461538;7;1;timidus;0,996;0,95;1;;000000;206210;172172;000000;117125;000000;000000;114130;000000;174182;220220;116118;000000;1;626169;2020/01/22 13:05:10.000;32;2020-04-20;millefonts;129871;millefonts_32;;;;;;;
S04_2020;LOT167;Mercantour;;F414;millefonts_32_129872;lot;fèces silica;3-Exploitable;S04-054;Femelle;1;12;1;timidus;0,997;0,958;1;;244252;206210;172172;189191;117125;158160;200200;114130;127129;174182;220220;116118;XX;1;626178;2020/01/22 12:14:41.000;32;2020-04-20;millefonts;129872;millefonts_32;;;;;;;
S04_2020;LOT168;Mercantour;;F414;sainte_marie_41_131151;lot;fèces silica;3-Exploitable;S04-055;Femelle;1;12;1;timidus;0,996;0,958;1;;248248;206218;172172;191191;117117;158174;200200;130130;129129;174174;215220;116118;XX;1;626258;2020/01/21 11:29:13.000;41;2020-04-20;sainte_marie;131151;sainte_marie_41;;;;;;;
S04_2020;LOT169;Mercantour;;F414;sainte_marie_41_131726;lot;fèces silica;3-Exploitable;S04-141;Mâle;0,923076923076923;11;1;timidus;0,996;0,957;1;;248253;218218;172172;191191;117117;158158;200200;130130;000000;174174;215220;118118;XY;1;626269;2020/01/21 13:13:58.000;41;2020-04-20;sainte_marie;131726;sainte_marie_41;;;;;;;
S04_2020;LOT170;Mercantour;;F414;sainte_marie_41_131728;lot;fèces silica;3-Exploitable;S04-142;Mâle;0,923076923076923;11;1;timidus;0,993;0,913;1;;243246;218218;172172;189189;117117;158158;200200;130130;000000;182188;218220;116116;XY;1;630670;2020/01/21 12:58:48.000;41;2020-04-20;sainte_marie;131728;sainte_marie_41;;;;;;;
S04_2020;LOT171;Mercantour;;F414;millefonts_32_132194;lot;fèces silica;3-Exploitable;S04-143;Femelle;0,923076923076923;11;1;europaeus;0,014;0;0,183;;250257;208212;172172;191191;117117;160176;000000;130134;129129;186189;218220;116124;XX;1;655656;2020/01/22 13:28:48.000;32;2020-04-20;millefonts;132194;millefonts_32;;;;;;;
S04_2020;LOT172;Mercantour;;F414;sainte_marie_41_132307;lot;fèces silica;3-Exploitable;S04-055;Femelle;1;12;1;timidus;0,997;0,961;1;;248248;206218;172172;191191;117117;158174;200200;130130;129129;174174;215220;116118;XX;1;626260;2020/01/21 13:25:08.000;41;2020-04-20;sainte_marie;132307;sainte_marie_41;;;;;;;
S04_2020;LOT173;Mercantour;;F414;sainte_marie_41_132894;lot;fèces silica;3-Exploitable;S04-144;Mâle;1;12;1;europaeus;0,003;0;0,033;;257257;208208;172172;189191;115117;170170;196200;130134;124129;180180;218220;108124;XY;1;630661;2020/01/21 11:11:29.000;41;2020-04-20;sainte_marie;132894;sainte_marie_41;;;;;;;
S04_2020;LOT174;Mercantour;;F414;raton_10_151279;lot;fèces silica;3-Exploitable;S04-056;Femelle;1;12;1;europaeus;0,018;0;0,189;;248251;210212;172172;189195;119119;170176;200204;114130;122127;186186;218218;122124;XX;1;630520;2020/03/10 09:55:46.000;10;2020-04-20;raton;151279;raton_10;;;;;;;
S04_2020;LOT175;Mercantour;;F414;raton_10_154179;lot;fèces silica;3-Exploitable;S04-056;Femelle;0,923076923076923;11;1;europaeus;0,02;0;0,209;;248251;210212;172172;189195;119119;170176;200204;114130;000000;184186;218218;122124;XX;1;630522;2020/03/10 12:04:38.000;10;2020-04-20;raton;154179;raton_10;;;;;;;
S04_2020;LOT223;Mercantour;;F414;barn_45_122327;lot;fèces silica;3-Exploitable;S04-002;Mâle;1;12;1;timidus;0,998;0,976;1;;243248;206206;172172;189189;117117;160174;200200;114114;129129;174174;220220;118118;XY;1;655669;2020-01-30 14:33:14;45;2020-04-20;barn;122327;barn_45;;;;;;;
S04_2020;LOT224;Mercantour;;F414;barn_45_122329;lot;fèces silica;3-Exploitable;S04-002;Mâle;1;12;1;timidus;0,998;0,977;1;;243248;206206;172172;189189;117117;160174;200200;114114;129129;174174;220220;118118;XY;1;626173;2020-01-30 10:47:10;45;2020-04-20;barn;122329;barn_45;;;;;;;
S04_2020;LOT227;Mercantour;;F414;adus_46_124664;lot;fèces silica;2-Douteux;S04-002;Mâle;0,615384615384615;7;1;timidus;0,997;0,962;1;;000000;206206;172172;000000;117117;000000;200200;114114;000000;174174;000000;118118;XY;1;655654;2020/01/23 09:35:29.000;46;2020-04-20;adus;124664;adus_46;;;;;;;
S04_2020;LOT277;Mercantour;;F414;oreille lièvre variable 08-09-19;lot;tissu;3-Exploitable;S04-145;Femelle;1;12;1;timidus;0,994;0,917;1;;243248;210216;172172;189191;117117;160160;200200;114114;127129;174174;215218;116116;XX;1 tissu;683530;;;;;;;;;;;;;
S04_2020;LOT278;Mercantour;;F414;Crottes lièvres maille isola 2000;lot;fèces silica;3-Exploitable;S04-057;Mâle;1;12;1;europaeus;0,003;0;0,032;;257257;208208;172172;191191;117117;166168;200204;126126;122127;180186;218220;122124;XY;1;550028;;;;;;;;;;;;;
S04_2020;LOT279;Mercantour;;F414;Crottes lièvres maille isola 2000;lot;fèces silica;3-Exploitable;S04-057;Mâle;0,923076923076923;11;1;europaeus;0,003;0;0,035;;257257;208208;172172;191191;117117;166168;200204;126126;000000;180186;218220;122124;XY;1;550037;;;;;;;;;;;;;
S04_2020;LOT280;Mercantour;;F414;Crottes lièvres maille isola 2000;lot;fèces silica;3-Exploitable;S04-057;Mâle;1;12;1;europaeus;0,003;0;0,032;;257257;208208;172172;191191;117117;166168;200204;126126;122127;180186;218220;122124;XY;1;550044;;;;;;;;;;;;;
S04_2020;LOT281;Mercantour;;F414;sachet maille lièvre louch MR GG 09-03-20;lot;fèces silica;3-Exploitable;S04-058;Mâle;1;12;1;timidus;0,994;0,923;1;;244248;206206;172172;189189;117117;158162;200200;114130;129129;174174;215218;116118;XY;1;550002;;;;;;;;;;;;;
S04_2020;LOT282;Mercantour;;F414;sachet maille lièvre louch MR GG 09-03-20;lot;fèces silica;3-Exploitable;S04-058;Mâle;1;12;1;timidus;0,994;0,92;1;;244248;206206;172172;189189;117117;158162;200200;114130;129129;174174;215218;116118;XY;1;550005;;;;;;;;;;;;;
S04_2020;LOT283;Mercantour;;F414;sachet maille lièvre louch MR GG 09-03-20;lot;fèces silica;3-Exploitable;S04-059;Mâle;1;12;1;europaeus;0,004;0;0,053;;251255;208208;172172;189189;117125;162170;200200;118134;127131;184186;218218;116124;XY;1;550016;;;;;;;;;;;;;
S04_2020;LOT284;Mercantour;;F414;sachet maille lièvre louch MR GG 09-03-20;lot;fèces silica;3-Exploitable;S04-059;Mâle;0,923076923076923;11;1;europaeus;0,005;0;0,068;;251255;208208;172172;189189;117125;000000;200200;118134;127131;184186;218218;116124;XY;1;550023;;;;;;;;;;;;;
S04_2020;LOT285;Mercantour;;F414;sachet maille lièvre louch MR GG 09-03-20;lot;fèces silica;3-Exploitable;S04-060;Mâle;0,923076923076923;11;1;timidus;0,994;0,927;1;;248248;208208;172172;189191;117117;160174;200200;114130;000000;174182;220220;116116;XY;1;550035;;;;;;;;;;;;;
S04_2020;LOT286;Mercantour;;F414;sachet maille lièvre louch MR GG 09-03-20;lot;fèces silica;3-Exploitable;S04-059;Mâle;1;12;1;europaeus;0,005;0;0,058;;251255;208208;172172;189189;117125;162170;200200;118134;127131;184186;218218;116124;XY;1;550043;;;;;;;;;;;;;
S04_2020;LOT287;Mercantour;;F414;sachet maille lièvre louch MR GG 09-03-20;lot;fèces silica;3-Exploitable;S04-060;Mâle;0,923076923076923;11;1;timidus;0,994;0,919;1;;248248;208208;172172;189191;117117;160174;200200;114130;000000;174182;220220;116116;XY;1;550050;;;;;;;;;;;;;
S04_2020;LOT288;Mercantour;;F414;sachet maille lièvre louch MR GG 09-03-20;lot;fèces silica;3-Exploitable;S04-058;Mâle;1;12;1;timidus;0,994;0,921;1;;244248;206206;172172;189189;117117;158162;200200;114130;129129;174174;215218;116118;XY;1;626526;;;;;;;;;;;;;
S04_2020;LOT289;Mercantour;;F414;sachet maille lièvre louch MR GG 09-03-20;lot;fèces silica;3-Exploitable;S04-146;Mâle;0,846153846153846;10;1;timidus;0,996;0,957;1;;000000;218218;172172;000000;117117;160174;200200;118122;127129;174182;215220;116118;XY;1;626531;;;;;;;;;;;;;
